Address,Parcel ID,Contractor Name,Price,Demolition Date,Commercial Building,Council_District,Latitude,Longitude,Location
7257 Faust,22079378.,"Direct Construction Services, LLC",$19841.39,03/19/2016,No,7,42.344232,-83.221168,"7257 Faust
(42.344232, -83.221168)"
7334 Penrod,22077527.,"Direct Construction Services, LLC",$6776.28,03/19/2016,No,7,42.34534,-83.219313,"7334 Penrod
(42.34534, -83.219313)"
19342 Avon,22081555.,"Adamo Group, Inc.",$6098.00,03/21/2016,No,1,42.432578,-83.226301,"19342 Avon
(42.432578, -83.226301)"
19938 Avon,22081592.,"Adamo Group, Inc.",$8663.00,03/21/2016,No,1,42.438083,-83.226644,"19938 Avon
(42.438083, -83.226644)"
20127 Indiana,16035858.002L,"Adamo Group, Inc.",$6923.00,03/21/2016,No,2,42.441405,-83.159446,"20127 Indiana
(42.441405, -83.159446)"
20244 Mendota,16043148.,"Adamo Group, Inc.",$8258.00,03/21/2016,No,2,42.442879,-83.166485,"20244 Mendota
(42.442879, -83.166485)"
4429 23rd St,12008305.,"Adamo Group, Inc.",$8776.00,03/21/2016,No,6,42.341529,-83.097489,"4429 23rd St
(42.341529, -83.097489)"
8641 Penrod,22078103.,"Direct Construction Services, LLC",$9593.67,03/17/2016,No,7,42.356591,-83.220374,"8641 Penrod
(42.356591, -83.220374)"
10377 MAPLELAWN,18006185.,RDC Construction Services,$9500.00,03/24/2016,No,7,42.369479,-83.163285,"10377 MAPLELAWN
(42.369479, -83.163285)"
11919 E State Fair,21024201-3,Esso Wrecking Co.,$10200.00,03/25/2016,No,3,42.442002,-83.002046,"11919 E State
(42.442002, -83.002046)"
14420 Pierson,22106437.,"313 Construction, LLC",$5801.11,03/28/2016,No,1,42.392608,-83.245308,"14420 Pierson
(42.392608, -83.245308)"
14426 Pierson,22106438-9,"313 Construction, LLC",$8634.44,03/28/2016,No,1,42.392748,-83.245314,"14426 Pierson
(42.392748, -83.245314)"
14629 Burt Rd,22107992.,"313 Construction, LLC",$9412.22,03/28/2016,No,1,42.395135,-83.24724,"14629 Burt Rd
(42.395135, -83.24724)"
16580 Woodingham,16028370.,RDC Construction Services,$7300.00,03/24/2016,No,2,42.413419,-83.149644,"16580 Woodingham
(42.413419, -83.149644)"
1945 Green,18009031.,Able Demolition,$25918.00,03/28/2016,No,6,42.311697,-83.120054,"1945 Green
(42.311697, -83.120054)"
10347 Sterritt,19002097.,Brown Environmental Construction,$9251.00,03/21/2016,No,3,42.395551,-83.001417,"10347 Sterritt
(42.395551, -83.001417)"
11170 Glenfield,21010561.,Brown Environmental Construction,$8241.00,03/21/2016,No,4,42.408628,-82.99801,"11170 Glenfield
(42.408628, -82.99801)"
11642 Dwyer,13011642.,"Adamo Group, Inc.",$8843.00,03/23/2016,No,3,42.409252,-83.040023,"11642 Dwyer
(42.409252, -83.040023)"
20210 Albany St,13013394.,"Adamo Group, Inc.",$6098.00,03/28/2016,No,3,42.444647,-83.045016,"20210 Albany St
(42.444647, -83.045016)"
106 W Brentwood,01006904.,Rickman Enterprise Group,$8240.00,03/22/2016,No,2,42.431645,-83.104383,"106 W Brentwood
(42.431645, -83.104383)"
181 W Robinwood,01006494.,Rickman Enterprise Group,$11060.00,03/24/2016,No,2,42.429607,-83.105793,"181 W Robinwood
(42.429607, -83.105793)"
1154 Burlingame,06003122.,Salenbien Trucking & Excavating Inc.,$22499.50,03/22/2016,No,5,42.388582,-83.098253,"1154 Burlingame
(42.388582, -83.098253)"
15801 Tuller,16027031.,Salenbien Trucking & Excavating Inc.,$19675.00,03/23/2016,No,2,42.407616,-83.147714,"15801 Tuller
(42.407616, -83.147714)"
17145 Vaughan,22098196.,Salenbien Trucking & Excavating Inc.,$6570.20,03/28/2016,No,1,42.41587,-83.239477,"17145 Vaughan
(42.41587, -83.239477)"
11703 Beaconsfield,21066009.012,Brown Environmental Construction,$4735.00,03/23/2016,No,4,42.427536,-82.94367,"11703 Beaconsfield
(42.427536, -82.94367)"
11703 Corbett,21006941.,Able Demolition,$13170.40,03/24/2016,No,4,42.401937,-82.98986,"11703 Corbett
(42.401937, -82.98986)"
11891 Wayburn,21063700.,Esso Wrecking Co.,$13810.00,03/23/2016,No,4,42.427452,-82.949339,"11891 Wayburn
(42.427452, -82.949339)"
13026 Frankfort,21003173.,Esso Wrecking Co.,$9870.00,03/23/2016,No,4,42.394006,-82.967312,"13026 Frankfort
(42.394006, -82.967312)"
13087 Glenfield,21010694.,Brown Environmental Construction,$6276.00,03/21/2016,No,4,42.415607,-82.979562,"13087 Glenfield
(42.415607, -82.979562)"
13319 Wade,21006331.,Brown Environmental Construction,$4722.00,03/22/2016,No,4,42.406352,-82.971681,"13319 Wade
(42.406352, -82.971681)"
13445 Corbett,21007075.,Brown Environmental Construction,$8722.00,03/22/2016,No,4,42.408593,-82.970512,"13445 Corbett
(42.408593, -82.970512)"
13701 Cedargrove,21016433.,Brown Environmental Construction,$14336.00,03/22/2016,No,4,42.425638,-82.980003,"13701 Cedargrove
(42.425638, -82.980003)"
14065 Liberal,21022842.,Brown Environmental Construction,$5605.00,03/23/2016,No,3,42.439967,-82.978786,"14065 Liberal
(42.439967, -82.978786)"
14126 Frankfort,21003133.,Esso Wrecking Co.,$19600.00,03/23/2016,No,4,42.395793,-82.962434,"14126 Frankfort
(42.395793, -82.962434)"
14480 Spring Garden,21017226.,Brown Environmental Construction,$5643.00,03/22/2016,No,4,42.427653,-82.973465,"14480 Spring Garden
(42.427653, -82.973465)"
14640 Spring Garden,21017215.,Brown Environmental Construction,$9188.00,03/22/2016,No,4,42.427695,-82.971773,"14640 Spring Garden
(42.427695, -82.971773)"
14461 Fordham,21019870.,Rickman Enterprise Group,$9610.00,03/21/2016,No,4,42.434552,-82.974014,"14461 Fordham
(42.434552, -82.974014)"
14514 Fordham,21019769.,Rickman Enterprise Group,$8200.00,03/21/2016,No,4,42.434159,-82.973012,"14514 Fordham
(42.434159, -82.973012)"
14515 Lappin,21021801.,Rickman Enterprise Group,$22220.00,03/21/2016,No,3,42.437296,-82.973022,"14515 Lappin
(42.437296, -82.973022)"
14531 Novara,21022479.,Rickman Enterprise Group,$20120.00,03/21/2016,No,3,42.439467,-82.972812,"14531 Novara
(42.439467, -82.972812)"
14767 Lappin,21021820.,Rickman Enterprise Group,$21910.00,03/21/2016,No,3,42.437361,-82.97034,"14767 Lappin
(42.437361, -82.97034)"
1419 Taylor,06002178.,Salenbien Trucking & Excavating Inc.,$17300.00,03/19/2016,No,5,42.377297,-83.093387,"1419 Taylor
(42.377297, -83.093387)"
15906 Eastburn,21025569.002L,Esso Wrecking Co.,$13810.00,03/23/2016,No,3,42.445366,-82.956391,"15906 Eastburn
(42.445366, -82.956391)"
19536 Hoyt,21029289.,Brown Environmental Construction,$6059.00,03/23/2016,No,3,42.439314,-82.980148,"19536 Hoyt
(42.439314, -82.980148)"
19956 Dresden,21034758.,Brown Environmental Construction,$5296.00,03/23/2016,No,3,42.443134,-82.999799,"19956 Dresden
(42.443134, -82.999799)"
15915 Braile,22105649.,"Adamo Group, Inc.",$8087.00,03/23/2016,No,1,42.407575,-83.245486,"15915 Braile
(42.407575, -83.245486)"
16596 Tracey,22031397.,"Adamo Group, Inc.",$9541.00,03/23/2016,No,2,42.413163,-83.180423,"16596 Tracey
(42.413163, -83.180423)"
14818 Lappin,21021720.,Rickman Enterprise Group,$11270.00,03/21/2016,No,3,42.43681,-82.969365,"14818 Lappin
(42.43681, -82.969365)"
14838 Lappin,21021717.,Rickman Enterprise Group,$17870.00,03/21/2016,No,3,42.43682,-82.968977,"14838 Lappin
(42.43682, -82.968977)"
14841 Spring Garden,21017327.,Rickman Enterprise Group,$9240.00,03/21/2016,No,4,42.428344,-82.96936,"14841 Spring Garden
(42.428344, -82.96936)"
14858 Spring Garden,21017188.,Rickman Enterprise Group,$9080.00,03/21/2016,No,4,42.427761,-82.968976,"14858 Spring Garden
(42.427761, -82.968976)"
14974 Novara,21022411.,Rickman Enterprise Group,$8460.00,03/21/2016,No,3,42.439146,-82.967251,"14974 Novara
(42.439146, -82.967251)"
15019 Mapleridge,21017631.,Rickman Enterprise Group,$10770.00,03/21/2016,No,4,42.42946,-82.967368,"15019 Mapleridge
(42.42946, -82.967368)"
20026 Hamburg,21033841.,Rickman Enterprise Group,$8880.00,03/21/2016,No,3,42.444148,-82.997308,"20026 Hamburg
(42.444148, -82.997308)"
1533 Taylor,06002193.,Salenbien Trucking & Excavating Inc.,$15285.00,03/21/2016,No,5,42.376622,-83.095266,"1533 Taylor
(42.376622, -83.095266)"
15894 Log Cabin,08009485.,Salenbien Trucking & Excavating Inc.,$6987.50,03/23/2016,No,2,42.409218,-83.121146,"15894 Log
(42.409218, -83.121146)"
15901 Petoskey,12012979.,Salenbien Trucking & Excavating Inc.,$10331.25,03/22/2016,No,2,42.409123,-83.139746,"15901 Petoskey
(42.409123, -83.139746)"
15906 Dexter,12010694.,Salenbien Trucking & Excavating Inc.,$20522.10,03/22/2016,No,2,42.409271,-83.136245,"15906 Dexter
(42.409271, -83.136245)"
1662 Taylor,08002649.,Salenbien Trucking & Excavating Inc.,$13750.00,03/18/2016,No,5,42.376435,-83.097357,"1662 Taylor
(42.376435, -83.097357)"
1668 Taylor,08002648.,Salenbien Trucking & Excavating Inc.,$14055.00,03/18/2016,No,5,42.376399,-83.097457,"1668 Taylor
(42.376399, -83.097457)"
20251 Joann,21030741.,Brown Environmental Construction,$4999.00,03/23/2016,No,3,42.446516,-82.9908,"20251 Joann
(42.446516, -82.9908)"
20577 Hickory,21030376.,Brown Environmental Construction,$5783.00,03/23/2016,No,3,42.448711,-82.988411,"20577 Hickory
(42.448711, -82.988411)"
2503 Algonquin,21047133.,Able Demolition,$14364.73,03/24/2016,No,4,42.37633,-82.960854,"2503 Algonquin
(42.37633, -82.960854)"
3661 E Willis,13002228.,Homrich,$18400.00,03/24/2016,No,5,42.365042,-83.025837,"3661 E Willis
(42.365042, -83.025837)"
4627 Alter,21063033.,Homrich,$12500.00,03/28/2016,No,4,42.3941,-82.952603,"4627 Alter
(42.3941, -82.952603)"
4924 Florida,18012862-3,RDC Construction Services,$14500.00,03/24/2016,No,6,42.331598,-83.13663,"4924 Florida
(42.331598, -83.13663)"
6344 Gladys,18003053.,DMC Consultants,$9510.00,03/28/2016,No,6,42.339913,-83.127921,"6344 Gladys
(42.339913, -83.127921)"
7128 Lisbon,18000722.,DMC Consultants,$8175.00,03/28/2016,No,6,42.307141,-83.116036,"7128 Lisbon
(42.307141, -83.116036)"
7451 Varjo,15004253.,Able Demolition,$10127.27,03/25/2016,No,3,42.426085,-83.027076,"7451 Varjo
(42.426085, -83.027076)"
8064 Traverse,17002051-2,RDC Construction Services,$15000.00,03/24/2016,No,3,42.399752,-83.021716,"8064 Traverse
(42.399752, -83.021716)"
8119 Cahalan,20003500.,DMC Consultants,$11780.00,03/28/2016,No,6,42.307122,-83.126736,"8119 Cahalan
(42.307122, -83.126736)"
2528 Clairmount,10002428.,Salenbien Trucking & Excavating Inc.,$13787.30,03/21/2016,No,5,42.373484,-83.10807,"2528 Clairmount
(42.373484, -83.10807)"
8277 Robson,22044556.,"Direct Construction Services, LLC",$7927.08,03/25/2016,No,7,42.354646,-83.191721,"8277 Robson
(42.354646, -83.191721)"
4351 Alter,21063051.,Brown Environmental Construction,$5012.00,03/23/2016,No,4,42.392602,-82.951599,"4351 Alter
(42.392602, -82.951599)"
6013 LEIDICH,21036708.,Brown Environmental Construction,$4884.00,03/22/2016,No,4,42.396609,-82.984579,"6013 LEIDICH
(42.396609, -82.984579)"
6829 Rutherford,22056831.,"Direct Construction Services, LLC",$6832.02,03/23/2016,No,7,42.34184,-83.201417,"6829 Rutherford
(42.34184, -83.201417)"
685 Philip,21060781.,Brown Environmental Construction,$15560.00,03/23/2016,No,4,42.370388,-82.940396,"685 Philip
(42.370388, -82.940396)"
7816 Rutland,22068585.,"Direct Construction Services, LLC",$9544.87,03/24/2016,No,7,42.349927,-83.212543,"7816 Rutland
(42.349927, -83.212543)"
8101 Hardyke,17001275.,Brown Environmental Construction,$49757.00,03/21/2016,No,3,42.390262,-83.020523,"8101 Hardyke
(42.390262, -83.020523)"
8402 Georgia,17001388.,Brown Environmental Construction,$9468.00,03/21/2016,No,3,42.393049,-83.017885,"8402 Georgia
(42.393049, -83.017885)"
411 W Hollywood,01006652.,Rickman Enterprise Group,$7960.00,03/23/2016,No,2,42.430325,-83.107521,"411 W Hollywood
(42.430325, -83.107521)"
615 W Robinwood,01006533.,Rickman Enterprise Group,$5140.00,03/22/2016,No,2,42.429454,-83.111239,"615 W Robinwood
(42.429454, -83.111239)"
631 W Robinwood,01006535.,Rickman Enterprise Group,$8190.00,03/23/2016,No,2,42.42945,-83.111498,"631 W Robinwood
(42.42945, -83.111498)"
9389 Cheyenne,22026368.,Rickman Enterprise Group,$9450.00,03/21/2016,No,7,42.364989,-83.174351,"9389 Cheyenne
(42.364989, -83.174351)"
9210 Longworth,20002965.,DMC Consultants,$21212.51,03/28/2016,No,6,42.301893,-83.133752,"9210 Longworth
(42.301893, -83.133752)"
8248 Marlowe,22040441.,"Direct Construction Services, LLC",$6897.69,03/25/2016,No,7,42.354345,-83.187883,"8248 Marlowe
(42.354345, -83.187883)"
2800 St Joseph,11001490-8,"Adamo Group, Inc.",$9541.00,03/30/2016,No,5,42.357813,-83.032878,"2800 St
(42.357813, -83.032878)"
20194 Stoepel,16019231.,DMC Consultants,$9450.00,03/29/2016,No,2,42.442738,-83.142762,"20194 Stoepel
(42.442738, -83.142762)"
8629 Vaughan,22098570.,DMC Consultants,$10302.00,03/31/2016,No,7,42.356172,-83.237459,"8629 Vaughan
(42.356172, -83.237459)"
3626 Ludden,13001543.,"Adamo Group, Inc.",$6601.00,03/29/2016,No,5,42.359853,-83.023154,"3626 Ludden
(42.359853, -83.023154)"
9131 Grayton,21074146.,"Adamo Group, Inc.",$7103.00,03/29/2016,No,4,42.416082,-82.940007,"9131 Grayton
(42.416082, -82.940007)"
9152 Mendota,18017140.,"Adamo Group, Inc.",$8055.00,04/01/2016,No,7,42.361895,-83.16385,"9152 Mendota
(42.361895, -83.16385)"
9220 Boleyn,21074747.,"Adamo Group, Inc.",$9577.00,03/29/2016,No,4,42.417596,-82.940116,"9220 Boleyn
(42.417596, -82.940116)"
9410 Carlin,22032047.,"Adamo Group, Inc.",$8258.00,04/01/2016,No,7,42.365173,-83.178533,"9410 Carlin
(42.365173, -83.178533)"
7485 Rutland,22069086.,DMC Consultants,$8644.00,03/31/2016,No,7,42.347068,-83.213042,"7485 Rutland
(42.347068, -83.213042)"
7717 Artesian,22085479.,DMC Consultants,$10012.50,03/31/2016,No,7,42.34861,-83.226203,"7717 Artesian
(42.34861, -83.226203)"
8077 Brace,22081205-6,DMC Consultants,$9622.00,03/31/2016,No,7,42.351675,-83.22384,"8077 Brace
(42.351675, -83.22384)"
8211 Auburn,22092904.,DMC Consultants,$9556.00,03/31/2016,No,7,42.352402,-83.233662,"8211 Auburn
(42.352402, -83.233662)"
8303 Yolanda,17005511.,Esso Wrecking Co.,$19960.00,03/31/2016,No,3,42.438276,-83.019315,"8303 Yolanda
(42.438276, -83.019315)"
8410 Minock,22090577.,DMC Consultants,$10500.00,03/31/2016,No,7,42.354244,-83.231821,"8410 Minock
(42.354244, -83.231821)"
8515 Plainview,22094707.,DMC Consultants,$8462.00,03/31/2016,No,7,42.355632,-83.23498,"8515 Plainview
(42.355632, -83.23498)"
8137 Winkelman,13012221.,"Adamo Group, Inc.",$6121.00,03/31/2016,No,5,42.388921,-83.04192,"8137 Winkelman
(42.388921, -83.04192)"
6953 Waldo,18001921.,Salenbien Trucking & Excavating Inc.,$9795.00,03/29/2016,No,6,42.327617,-83.128296,"6953 Waldo
(42.327617, -83.128296)"
7376 Globe,16007334.,Salenbien Trucking & Excavating Inc.,$7522.10,03/31/2016,No,2,42.406939,-83.145218,"7376 Globe
(42.406939, -83.145218)"
750 Morrell,16010218.,Salenbien Trucking & Excavating Inc.,$9087.50,03/30/2016,No,6,42.31114,-83.095107,"750 Morrell
(42.31114, -83.095107)"
299 Belmont,01003271.,Esso Wrecking Co.,$11060.00,04/01/2016,No,5,42.390601,-83.081053,"299 Belmont
(42.390601, -83.081053)"
308 Belmont,01003230.,Esso Wrecking Co.,$10600.00,04/01/2016,No,5,42.390217,-83.080534,"308 Belmont
(42.390217, -83.080534)"
319 Englewood,01003589.,Esso Wrecking Co.,$12400.00,04/01/2016,No,5,42.394037,-83.082889,"319 Englewood
(42.394037, -83.082889)"
6754 Vaughan,22097289.,DMC Consultants,$8725.00,03/31/2016,No,7,42.340296,-83.236144,"6754 Vaughan
(42.340296, -83.236144)"
3070 Philip,21060160.,"Adamo Group, Inc.",$5738.00,03/29/2016,No,4,42.385858,-82.949851,"3070 Philip
(42.385858, -82.949851)"
364 Manistique,21060903.,"Adamo Group, Inc.",$4973.00,03/31/2016,No,4,42.365543,-82.93514,"364 Manistique
(42.365543, -82.93514)"
3640 Sylvester,13001763.002L,"Adamo Group, Inc.",$6121.00,03/30/2016,No,5,42.36248,-83.024869,"3640 Sylvester
(42.36248, -83.024869)"
4047 E Outer Drive,15005100.,"Adamo Group, Inc.",$9518.00,03/31/2016,No,3,42.441423,-83.033266,"4047 E Outer Drive
(42.441423, -83.033266)"
5016 Mt Elliott,15014092-3,"Adamo Group, Inc.",$11476.00,03/30/2016,No,5,42.370895,-83.027553,"5016 Mt
(42.370895, -83.027553)"
5566 Buckingham,21069750.,"Adamo Group, Inc.",$14371.00,03/30/2016,No,4,42.40526,-82.946278,"5566 Buckingham
(42.40526, -82.946278)"
5944 Woodhall,21075944.,"Adamo Group, Inc.",$7688.00,03/29/2016,No,4,42.414711,-82.930536,"5944 Woodhall
(42.414711, -82.930536)"
6226 Bluehill,21075538.011,"Adamo Group, Inc.",$6481.00,03/29/2016,No,4,42.416689,-82.934204,"6226 Bluehill
(42.416689, -82.934204)"
9360 Kentucky,18015692.,"Adamo Group, Inc.",$9143.00,04/04/2016,No,7,42.364906,-83.156555,"9360 Kentucky
(42.364906, -83.156555)"
4500 30th St,14011737.,Salenbien Trucking & Excavating Inc.,$17018.75,03/29/2016,No,6,42.338129,-83.111138,"4500 30th St
(42.338129, -83.111138)"
8434 Faust,22078489.,DMC Consultants,$8250.00,04/04/2016,No,7,42.35483,-83.220861,"8434 Faust
(42.35483, -83.220861)"
8868 Pinehurst,18017456.,"Adamo Group, Inc.",$11647.00,04/04/2016,No,7,42.359845,-83.164998,"8868 Pinehurst
(42.359845, -83.164998)"
19959 Evergreen,22096076.016,DMC Consultants,$7832.00,04/05/2016,No,1,42.438122,-83.239593,"19959 Evergreen
(42.438122, -83.239593)"
2636 Garfield,11001659.,DMC Consultants,$16740.00,04/06/2016,No,5,42.362528,-83.037808,"2636 Garfield
(42.362528, -83.037808)"
8034 Rosemont,22076187.,DMC Consultants,$10015.00,04/05/2016,No,7,42.35116,-83.21831,"8034 Rosemont
(42.35116, -83.21831)"
8059 Penrod,22078147.,DMC Consultants,$8370.00,04/05/2016,No,7,42.351461,-83.220202,"8059 Penrod
(42.351461, -83.220202)"
11035 Whithorn,21012522-3,DMC Consultants,$9100.00,03/30/2016,No,4,42.411265,-83.004517,"11035 Whithorn
(42.411265, -83.004517)"
11200 Portlance,21020145.,DMC Consultants,$9100.75,03/30/2016,No,4,42.418062,-83.008385,"11200 Portlance
(42.418062, -83.008385)"
12531 Gunston,21036539-40,DMC Consultants,$8338.75,03/30/2016,No,4,42.416561,-83.001157,"12531 Gunston
(42.416561, -83.001157)"
12611 Filbert,21012727.,DMC Consultants,$8653.00,03/30/2016,No,4,42.417463,-82.988169,"12611 Filbert
(42.417463, -82.988169)"
12631 Gunston,21036528-9,DMC Consultants,$10647.00,03/29/2016,No,4,42.417406,-83.001695,"12631 Gunston
(42.417406, -83.001695)"
15811 Coram,21022168.,Able Demolition,$6565.00,04/07/2016,No,3,42.438533,-82.957984,"15811 Coram
(42.438533, -82.957984)"
1201 Beatrice,20012531.002,"Adamo Group, Inc.",$6015.00,04/01/2016,No,6,42.279095,-83.145314,"1201 Beatrice
(42.279095, -83.145314)"
12252 Rutland,22068699.,"Adamo Group, Inc.",$12121.00,04/04/2016,No,7,42.37759,-83.21311,"12252 Rutland
(42.37759, -83.21311)"
7293 Piedmont,22087877.,DMC Consultants,$8159.51,04/05/2016,No,7,42.344641,-83.228469,"7293 Piedmont
(42.344641, -83.228469)"
12805 E State Fair,21024285-7,Rickman Enterprise Group,$8310.00,04/04/2016,No,3,42.442238,-82.993703,"12805 E State
(42.442238, -82.993703)"
17147 Hoover,17014122.,Rickman Enterprise Group,$5670.00,04/07/2016,No,3,42.420717,-83.004459,"17147 Hoover
(42.420717, -83.004459)"
1027 Military,16016464.,Salenbien Trucking & Excavating Inc.,$22499.95,04/01/2016,No,6,42.309902,-83.103075,"1027 Military
(42.309902, -83.103075)"
12020 Minock,22090729.,Salenbien Trucking & Excavating Inc.,$7328.30,03/29/2016,No,7,42.374483,-83.232316,"12020 Minock
(42.374483, -83.232316)"
1204 Wheelock,18009267.,Salenbien Trucking & Excavating Inc.,$7522.10,03/30/2016,No,6,42.306187,-83.116816,"1204 Wheelock
(42.306187, -83.116816)"
14410 Mayfield,21014911.,DMC Consultants,$8586.00,04/06/2016,No,4,42.422044,-82.974575,"14410 Mayfield
(42.422044, -82.974575)"
13665 Troester,21016706.,DMC Consultants,$11499.00,03/30/2016,No,4,42.426432,-82.982019,"13665 Troester
(42.426432, -82.982019)"
14292 Seymour,21016940.,DMC Consultants,$7832.00,03/30/2016,No,4,42.42681,-82.975258,"14292 Seymour
(42.42681, -82.975258)"
14295 Troester,21016754.,DMC Consultants,$10124.00,03/30/2016,No,4,42.426474,-82.975251,"14295 Troester
(42.426474, -82.975251)"
19141 Justine,13018935-6,DMC Consultants,$9627.50,03/29/2016,No,3,42.433853,-83.05909,"19141 Justine
(42.433853, -83.05909)"
19164 Bradford,21035051.,Able Demolition,$10147.00,04/06/2016,No,3,42.435552,-83.000682,"19164 Bradford
(42.435552, -83.000682)"
19212 Justine,13018807.,DMC Consultants,$8989.00,03/29/2016,No,3,42.434902,-83.058562,"19212 Justine
(42.434902, -83.058562)"
19267 Justine,13018915-6,DMC Consultants,$8261.00,03/29/2016,No,3,42.435622,-83.059194,"19267 Justine
(42.435622, -83.059194)"
19620 Justine,13018843.,DMC Consultants,$7991.00,03/29/2016,No,3,42.438509,-83.058766,"19620 Justine
(42.438509, -83.058766)"
19311 Bradford,21035237.,Able Demolition,$7575.00,04/06/2016,No,3,42.436569,-83.001425,"19311 Bradford
(42.436569, -83.001425)"
14287 Troester,21016753.,DMC Consultants,$8471.92,03/30/2016,No,4,42.426474,-82.97539,"14287 Troester
(42.426474, -82.97539)"
14406 Seymour,21016939.,DMC Consultants,$11180.00,03/30/2016,No,4,42.426819,-82.974872,"14406 Seymour
(42.426819, -82.974872)"
1362 Lakewood,21054538.,"Adamo Group, Inc.",$9901.00,03/31/2016,No,4,42.377247,-82.947969,"1362 Lakewood
(42.377247, -82.947969)"
14300 Minock,22090802.,"Adamo Group, Inc.",$9046.00,04/04/2016,No,1,42.391261,-83.233084,"14300 Minock
(42.391261, -83.233084)"
14404 Manning,21023166.,"Adamo Group, Inc.",$7651.00,03/30/2016,No,3,42.44065,-82.975335,"14404 Manning
(42.44065, -82.975335)"
14967 Lannette,21010307.,Rickman Enterprise Group,$5210.00,04/01/2016,No,4,42.417753,-82.965902,"14967 Lannette
(42.417753, -82.965902)"
15608 Liberal,21022685.,Rickman Enterprise Group,$9700.00,04/05/2016,No,3,42.43976,-82.960465,"15608 Liberal
(42.43976, -82.960465)"
15677 Liberal,21022943.,Rickman Enterprise Group,$10360.00,04/05/2016,No,3,42.440311,-82.959297,"15677 Liberal
(42.440311, -82.959297)"
